,workstring,workstring_beta,curlemma,curlemma_beta,stemtype,stemclass,persons,numbers,tenses,voices,moods,genders,cases,degrees,dialects,misc
14409,ουμένοιν,oume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,gen,na,attic epic doric,contr
14410,ουμένοιν,oume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,dat,na,attic epic doric,contr
14411,ουμένοιν,oume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,gen,na,attic epic doric,contr
14412,ουμένοιν,oume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,dat,na,attic epic doric,contr
14413,ιομένοιν,iome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,gen,na,doric laconia,na
14414,ιομένοιν,iome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,dat,na,doric laconia,na
14415,ιομένοιν,iome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,gen,na,doric laconia,na
14416,ιομένοιν,iome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,dat,na,doric laconia,na
14417,ευμένοιϊν,eume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,gen,na,epic,contr
14418,ευμένοιϊν,eume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,dat,na,epic,contr
14419,ευμένοιϊν,eume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,gen,na,epic,contr
14420,ευμένοιϊν,eume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,dat,na,epic,contr
14421,εομένοιϊν,eome/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,gen,na,epic,na
14422,εομένοιϊν,eome/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,dat,na,epic,na
14423,εομένοιϊν,eome/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,gen,na,epic,na
14424,εομένοιϊν,eome/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,dat,na,epic,na
14425,ουμένοιϊν,oume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,gen,na,epic,contr
14426,ουμένοιϊν,oume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,dat,na,epic,contr
14427,ουμένοιϊν,oume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,gen,na,epic,contr
14428,ουμένοιϊν,oume/noii+n,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,dat,na,epic,contr
14429,ευμένοιν,eume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,gen,na,epic doric ionic,contr
14430,ευμένοιν,eume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,dat,na,epic doric ionic,contr
14431,ευμένοιν,eume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,gen,na,epic doric ionic,contr
14432,ευμένοιν,eume/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,dat,na,epic doric ionic,contr
14433,εομένοιν,eome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,gen,na,epic doric ionic aeolic,na
14434,εομένοιν,eome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,masc,dat,na,epic doric ionic aeolic,na
14435,εομένοιν,eome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,gen,na,epic doric ionic aeolic,na
14436,εομένοιν,eome/noin,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,neut,dat,na,epic doric ionic aeolic,na
14437,ουμέναιν,oume/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,gen,na,attic epic doric,contr
14438,ουμέναιν,oume/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,dat,na,attic epic doric,contr
14439,ιομέναιν,iome/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,gen,na,doric laconia,na
14440,ιομέναιν,iome/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,dat,na,doric laconia,na
14441,ευμέναιν,eume/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,gen,na,epic doric ionic,contr
14442,ευμέναιν,eume/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,dat,na,epic doric ionic,contr
14443,εομέναιν,eome/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,gen,na,epic doric ionic aeolic,na
14444,εομέναιν,eome/nain,n a,n a,ew_fut,pp_fu,na,dual,fut,mid,part,fem,dat,na,epic doric ionic aeolic,na
14445,ούμενοι,ou/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,nom,na,attic epic doric,contr
14446,ούμενοι,ou/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,voc,na,attic epic doric,contr
14447,ιόμενοι,io/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,nom,na,doric laconia,na
14448,ιόμενοι,io/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,voc,na,doric laconia,na
14449,εύμενοι,eu/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,nom,na,epic doric ionic,contr
14450,εύμενοι,eu/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,voc,na,epic doric ionic,contr
14451,εόμενοι,eo/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,nom,na,epic doric ionic aeolic,na
14452,εόμενοι,eo/menoi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,voc,na,epic doric ionic aeolic,na
14453,ούμεναι,ou/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,nom,na,attic epic doric,contr
14454,ούμεναι,ou/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,voc,na,attic epic doric,contr
14455,ιόμεναι,io/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,nom,na,doric laconia,na
14456,ιόμεναι,io/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,voc,na,doric laconia,na
14457,εύμεναι,eu/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,nom,na,epic doric ionic,contr
14458,εύμεναι,eu/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,voc,na,epic doric ionic,contr
14459,εόμεναι,eo/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,nom,na,epic doric ionic aeolic,na
14460,εόμεναι,eo/menai,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,voc,na,epic doric ionic aeolic,na
14461,ούμενα,ou/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,nom,na,attic epic doric,contr
14462,ούμενα,ou/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,voc,na,attic epic doric,contr
14463,ούμενα,ou/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,acc,na,attic epic doric,contr
14464,ιόμενα,io/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,nom,na,doric laconia,na
14465,ιόμενα,io/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,voc,na,doric laconia,na
14466,ιόμενα,io/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,acc,na,doric laconia,na
14467,εύμενα,eu/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,nom,na,epic doric ionic,contr
14468,εύμενα,eu/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,voc,na,epic doric ionic,contr
14469,εύμενα,eu/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,acc,na,epic doric ionic,contr
14470,εόμενα,eo/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,nom,na,epic doric ionic aeolic,na
14471,εόμενα,eo/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,voc,na,epic doric ionic aeolic,na
14472,εόμενα,eo/mena,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,acc,na,epic doric ionic aeolic,na
14473,ουμένων,oume/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,attic epic doric,contr
14474,ουμένων,oume/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,gen,na,attic epic doric,contr
14475,ουμενᾶν,oumena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,doric,contr
14476,ουμενᾶν,oumena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,doric,contr
14477,εομενᾶν,eomena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,doric,na
14478,εομενᾶν,eomena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,doric,na
14479,ευμενᾶν,eumena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,doric,contr
14480,ευμενᾶν,eumena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,doric,contr
14481,ιομενᾶν,iomena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,doric laconia,na
14482,ιομενᾶν,iomena=n,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,doric laconia,na
14483,ιομένων,iome/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,doric laconia,na
14484,ιομένων,iome/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,gen,na,doric laconia,na
14485,ευμενᾱ́ων,eumena_/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic,contr
14486,ευμενᾱ́ων,eumena_/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic,contr
14487,ουμενέων,oumene/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic,contr
14488,ουμενέων,oumene/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic,contr
14489,ουμενᾱ́ων,oumena_/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic,contr
14490,ουμενᾱ́ων,oumena_/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic,contr
14491,ευμενέων,eumene/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic ionic,contr
14492,ευμενέων,eumene/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic ionic,contr
14493,εομενέων,eomene/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic ionic,na
14494,εομενέων,eomene/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic ionic,na
14495,εομενᾱ́ων,eomena_/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic aeolic,na
14496,εομενᾱ́ων,eomena_/wn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic aeolic,na
14497,ευμένων,eume/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic doric ionic,contr
14498,ευμένων,eume/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,gen,na,epic doric ionic,contr
14499,εομένων,eome/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,gen,na,epic doric ionic aeolic,na
14500,εομένων,eome/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,gen,na,epic doric ionic aeolic,na
14501,ουμένων,oume/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,attic epic doric,contr
14502,ιομένων,iome/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,doric laconia,na
14503,ευμένων,eume/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic doric ionic,contr
14504,εομένων,eome/nwn,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,gen,na,epic doric ionic aeolic,na
14505,ουμένοις,oume/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,attic epic doric,contr
14506,ουμένοις,oume/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,attic epic doric,contr
14507,ιομένοις,iome/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,doric laconia,na
14508,ιομένοις,iome/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,doric laconia,na
14509,ευμένοφι,eume/nofi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic,contr
14510,ευμένοφι,eume/nofi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic,contr
14511,ουμένοισιν,oume/noisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic,contr nu_movable
14512,ουμένοισιν,oume/noisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic,contr nu_movable
14513,εομένοφι,eome/nofi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic,na
14514,εομένοφι,eome/nofi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic,na
14515,ουμένοφι,oume/nofi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic,contr
14516,ουμένοφι,oume/nofi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic,contr
14517,ουμένοισι,oume/noisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic,contr
14518,ουμένοισι,oume/noisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic,contr
14519,ευμένοισιν,eume/noisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic ionic,contr nu_movable
14520,ευμένοισιν,eume/noisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic ionic,contr nu_movable
14521,ευμένοισι,eume/noisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic ionic,contr
14522,ευμένοισι,eume/noisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic ionic,contr
14523,εομένοισιν,eome/noisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic ionic aeolic,nu_movable
14524,εομένοισιν,eome/noisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic ionic aeolic,nu_movable
14525,εομένοισι,eome/noisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic ionic aeolic,na
14526,εομένοισι,eome/noisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic ionic aeolic,na
14527,ευμένοις,eume/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic doric ionic,contr
14528,ευμένοις,eume/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic doric ionic,contr
14529,εομένοις,eome/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,dat,na,epic doric ionic aeolic,na
14530,εομένοις,eome/nois,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,neut,dat,na,epic doric ionic aeolic,na
14531,ουμέναις,oume/nais,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,attic epic doric,contr
14532,ιομέναις,iome/nais,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,doric laconia,na
14533,ουμέναισι,oume/naisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr poetic
14534,εομένηφι,eome/nhfi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,na
14535,εομένῃς,eome/nh|s,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,na
14536,ουμένῃσιν,oume/nh|sin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr nu_movable
14537,ουμένῃσι,oume/nh|si,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr
14538,ουμένῃς,oume/nh|s,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr
14539,ευμένηφι,eume/nhfi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr
14540,ευμένῃς,eume/nh|s,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr
14541,ουμένηφι,oume/nhfi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr
14542,ουμέναισιν,oume/naisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic,contr nu_movable poetic
14543,ευμένῃσι,eume/nh|si,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic,contr
14544,εομένῃσι,eome/nh|si,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic,na
14545,εομένῃσιν,eome/nh|sin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic,nu_movable
14546,ευμένῃσιν,eume/nh|sin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic,contr nu_movable
14547,ευμέναισι,eume/naisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic,contr poetic
14548,ευμέναισιν,eume/naisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic,contr nu_movable poetic
14549,εομέναισιν,eome/naisin,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic aeolic,nu_movable poetic
14550,εομέναισι,eome/naisi,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic ionic aeolic,poetic
14551,ευμέναις,eume/nais,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic doric ionic,contr
14552,εομέναις,eome/nais,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,dat,na,epic doric ionic aeolic,na
14553,ουμένους,oume/nous,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,attic epic doric,contr
14554,εομένως,eome/nws,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,doric,na
14555,ουμένως,oume/nws,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,doric,contr
14556,ιομένους,iome/nous,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,doric laconia,na
14557,ευμένως,eume/nws,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,doric,contr
14558,ιομένως,iome/nws,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,doric laconia,na
14559,ευμένους,eume/nous,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,epic doric ionic,contr
14560,εομένους,eome/nous,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,masc,acc,na,epic doric ionic aeolic,na
14561,ουμένᾱς,oume/na_s,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,acc,na,attic epic doric,contr
14562,ιομένᾱς,iome/na_s,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,acc,na,doric laconia,na
14563,ευμένᾱς,eume/na_s,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,acc,na,epic doric ionic,contr
14564,εομένᾱς,eome/na_s,n a,n a,ew_fut,pp_fu,na,pl,fut,mid,part,fem,acc,na,epic doric ionic aeolic,na
14565,έος,e/os,n a,n a,verb_adj1,adj2,na,sg,na,na,na,masc,nom,na,na,na
14566,έος,e/os,n a,n a,verb_adj1,adj2,na,sg,na,na,na,fem,nom,na,na,na
14567,έον,e/on,n a,n a,verb_adj1,adj2,na,sg,na,na,na,neut,nom,na,na,na
14568,έον,e/on,n a,n a,verb_adj1,adj2,na,sg,na,na,na,neut,voc,na,na,na
14569,έον,e/on,n a,n a,verb_adj1,adj2,na,sg,na,na,na,neut,acc,na,na,na
14570,έου,e/ou,n a,n a,verb_adj1,adj2,na,sg,na,na,na,masc,gen,na,na,na
14571,έου,e/ou,n a,n a,verb_adj1,adj2,na,sg,na,na,na,fem,gen,na,na,na
14572,έου,e/ou,n a,n a,verb_adj1,adj2,na,sg,na,na,na,neut,gen,na,na,na
14573,έω,e/w,n a,n a,verb_adj1,adj2,na,sg,na,na,na,masc,gen,na,doric aeolic,na
14574,έω,e/w,n a,n a,verb_adj1,adj2,na,sg,na,na,na,fem,gen,na,doric aeolic,na
14575,έω,e/w,n a,n a,verb_adj1,adj2,na,sg,na,na,na,neut,gen,na,doric aeolic,na
14576,έοιο,e/oio,n a,n a,verb_adj1,adj2,na,sg,na,na,na,masc,gen,na,epic,na
14577,έοιο,e/oio,n a,n a,verb_adj1,adj2,na,sg,na,na,na,fem,gen,na,epic,na
14578,έοιο,e/oio,n a,n a,verb_adj1,adj2,na,sg,na,na,na,neut,gen,na,epic,na
14579,έῳ,e/w|,n a,n a,verb_adj1,adj2,na,sg,na,na,na,masc,dat,na,na,na
14580,έῳ,e/w|,n a,n a,verb_adj1,adj2,na,sg,na,na,na,fem,dat,na,na,na
14581,έῳ,e/w|,n a,n a,verb_adj1,adj2,na,sg,na,na,na,neut,dat,na,na,na
14582,έον,e/on,n a,n a,verb_adj1,adj2,na,sg,na,na,na,masc,acc,na,na,na
14583,έον,e/on,n a,n a,verb_adj1,adj2,na,sg,na,na,na,fem,acc,na,na,na
14584,έε,e/e,n a,n a,verb_adj1,adj2,na,sg,na,na,na,masc,voc,na,na,na
14585,έε,e/e,n a,n a,verb_adj1,adj2,na,sg,na,na,na,fem,voc,na,na,na
14586,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,masc,nom,na,na,na
14587,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,masc,voc,na,na,na
14588,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,masc,acc,na,na,na
14589,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,fem,nom,na,na,na
14590,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,fem,voc,na,na,na
14591,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,fem,acc,na,na,na
14592,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,neut,nom,na,na,na
14593,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,neut,voc,na,na,na
14594,έω,e/w,n a,n a,verb_adj1,adj2,na,dual,na,na,na,neut,acc,na,na,na
14595,έοιν,e/oin,n a,n a,verb_adj1,adj2,na,dual,na,na,na,masc,gen,na,na,na
14596,έοιν,e/oin,n a,n a,verb_adj1,adj2,na,dual,na,na,na,masc,dat,na,na,na
14597,έοιν,e/oin,n a,n a,verb_adj1,adj2,na,dual,na,na,na,fem,gen,na,na,na
14598,έοιν,e/oin,n a,n a,verb_adj1,adj2,na,dual,na,na,na,fem,dat,na,na,na
14599,έοιν,e/oin,n a,n a,verb_adj1,adj2,na,dual,na,na,na,neut,gen,na,na,na
14600,έοιν,e/oin,n a,n a,verb_adj1,adj2,na,dual,na,na,na,neut,dat,na,na,na
14601,έοιϊν,e/oii+n,n a,n a,verb_adj1,adj2,na,dual,na,na,na,masc,gen,na,epic,na
14602,έοιϊν,e/oii+n,n a,n a,verb_adj1,adj2,na,dual,na,na,na,masc,dat,na,epic,na
14603,έοιϊν,e/oii+n,n a,n a,verb_adj1,adj2,na,dual,na,na,na,fem,gen,na,epic,na
14604,έοιϊν,e/oii+n,n a,n a,verb_adj1,adj2,na,dual,na,na,na,fem,dat,na,epic,na
14605,έοιϊν,e/oii+n,n a,n a,verb_adj1,adj2,na,dual,na,na,na,neut,gen,na,epic,na
14606,έοιϊν,e/oii+n,n a,n a,verb_adj1,adj2,na,dual,na,na,na,neut,dat,na,epic,na
14607,έοι,e/oi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,nom,na,na,na
14608,έοι,e/oi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,voc,na,na,na
14609,έοι,e/oi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,nom,na,na,na
14610,έοι,e/oi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,voc,na,na,na
14611,έα,e/a,n a,n a,verb_adj1,adj2,na,pl,na,na,na,neut,nom,na,na,na
14612,έα,e/a,n a,n a,verb_adj1,adj2,na,pl,na,na,na,neut,voc,na,na,na
14613,έα,e/a,n a,n a,verb_adj1,adj2,na,pl,na,na,na,neut,acc,na,na,na
14614,έων,e/wn,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,gen,na,na,na
14615,έων,e/wn,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,gen,na,na,na
14616,έων,e/wn,n a,n a,verb_adj1,adj2,na,pl,na,na,na,neut,gen,na,na,na
14617,έοφι,e/ofi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,na,dat,na,epic,na
14618,έοις,e/ois,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,dat,na,na,na
14619,έοις,e/ois,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,dat,na,na,na
14620,έοις,e/ois,n a,n a,verb_adj1,adj2,na,pl,na,na,na,neut,dat,na,na,na
14621,έοισιν,e/oisin,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,dat,na,epic ionic aeolic,nu_movable
14622,έοισιν,e/oisin,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,dat,na,epic ionic aeolic,nu_movable
14623,έοισιν,e/oisin,n a,n a,verb_adj1,adj2,na,pl,na,na,na,neut,dat,na,epic ionic aeolic,nu_movable
14624,έοισι,e/oisi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,dat,na,epic ionic aeolic,na
14625,έοισι,e/oisi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,dat,na,epic ionic aeolic,na
14626,έοισι,e/oisi,n a,n a,verb_adj1,adj2,na,pl,na,na,na,neut,dat,na,epic ionic aeolic,na
14627,έους,e/ous,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,acc,na,na,na
14628,έους,e/ous,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,acc,na,na,na
14629,έως,e/ws,n a,n a,verb_adj1,adj2,na,pl,na,na,na,masc,acc,na,doric,na
14630,έως,e/ws,n a,n a,verb_adj1,adj2,na,pl,na,na,na,fem,acc,na,doric,na
14631,υς,us,n a,n a,us_eia_u,adj3,na,sg,na,na,na,masc,nom,na,na,na
14632,εια,eia,n a,n a,us_eia_u,adj3,na,sg,na,na,na,fem,nom,na,na,na
